0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
Navn;FoodId;Svind;Energi, kJ;Energi, kcal;Proteinomregningsfaktor(NCF);total-N;Protein, total;Protein, deklaration;Kulhydrat best. v/diff.;Kulhydrat, tilgængelig;kulhydrat, deklaration;Tilsat sukker;Kostfibre;Fedt, total;Fedtsyrekonverteringsfaktor (FCF);Alkohol;Aske;Tørstof;Vand;A-vitamin;Retinol;ß-caroten;D-vitamin;D3 cholecalciferol;25-hydroxycholecalciferol;E-vitamin;alfa-tokoferol;gamma-tokoferol;delta-tokoferol;alfa-tokotrienol;K1-vitamin;B1-vitamin;thiamin;HET, hydroxyethylthiazole;B2-vitamin, riboflavin;Niacin;niacin2;B6-vitamin;Pantothensyre;Biotin;Folat;Frit folat;B12-vitamin;C-vitamin;L-ascorbinsyre;L-dehydroascorbinsyre;Chlorid, Cl;Natrium, Na;Kalium, K;Calcium, Ca;Magnesium, Mg;Phosphor, P;Jern, Fe;Kobber, Cu;Zink, Zn;Jod, I;Mangan, Mn;Chrom, Cr;Selen, Se;Molybdæn, Mo;Cobolt, Co;Nikkel, Ni;Kviksølv, Hg;Arsen, As;Cadmium, Cd;Bly, Pb;Tin, Sn;L-mælkesyre;D-mælkesyre;Mælkesyre, total;Citronsyre;Oxalsyre;Æblesyre;Eddikesyre;Benzoesyre;Organiske syrer, tot.;Histamin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Serotonin;Fructose;Galaktose;Glucose;Monosaccharider, total;Lactose;Maltose;Saccharose;Disaccharider, total;Raffinose;Andre sukkerarter;Sukkerarter, ialt;Sorbitol;Mannitol;Inositol;Maltitol;Sukkeralkoholer, total;Stivelse;(a)Hexoses;(b)Pentoses;(c)UronicAcids;Cellulose;Lignin;Crude fibre;Neutr.Det.Fibre (NDF);C4:0;C6:0;C8:0;C10:0;C12:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C22:0;C24:0;Andre mætt.;C14:1,n-5;C15:1;C16:1,n-7;C16:1,trans;C17:1,n-7;C18:1,n-9;C18:1,n-7;C18:1,trans n-9;C20:1,n-9;C20:1,n-11;C20:1,trans;C22:1,n-9;C22:1,n-11;C22:1,trans;C24:1,n-9;Andre monoumætt.;C18:2,n-6;C18:2,conj-A, udifferentieret;C18:2,trans, udifferentieret;C18:3,n-3;C18:3,n-6;C18:4,n-3;C20:2,n-6;C20:4,n-3;C20:3,n-3;C20:3,n-6;C20:4,n-6;C20:5,n-3;C22:5,n-3;C22:6,n-3;Andre polyumættede;Andre fedtsyrer;Sum mættede;Sum monoumættede;Sum polyumættede;Fedtsyrer, total;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Transfedtsyrer, total;Cholesterol;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Serin
Persillerod, rå;719;34;232;55;6,25;0,368;2,3;2,3;12,3;8;8;0;4,3;0,6;0,8;0;1,8;17;83;2,5;0;30;0;0;;1,7;1,7;;;;;0,1;;;0,08;2,37;2;0,23;;;180;;;41;41;;;17;562;48,5;36;71,1;1,2;0,23;1,4;0,4;0,46;2,8;0;0;;11,1;0;0,5;2,9;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;0,094;;0,003;;;;;;;;;;0,057;;;;;;;;;;;0,283;;;0,042;;;;;;;;;;;;;0,097;0,057;0,325;0,479;0,042;0,283;0;0;70;92;92;26;9;55;37;66;22;110;70;33;81;265;604;70;162;844
Pighvarre, rå;720;50;380;91;6,25;2,624;16,4;16,4;2,9;2,9;2,9;0;0;1,4;0,7;0;1;21,7;78,3;11,7;11,7;0;;;;;;;;;0;0,036;;;0,08;9,17;6,1;0,152;;;16;;0,8;1,7;1,7;;;70;330;49;23;203;0,25;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;0;0;0;0;0;0,026;;0,16;0;0,071;0;0;0;;0,049;;0,049;;;0,121;0;;;0,012;;0;0;;0,007;;0;;;0,038;;0;0;;0;0;;0,085;0,05;0,291;;0,036;0,257;0,238;0,464;0,995;0,464;0;0;48;761;1338;1496;472;176;630;551;708;184;840;971;472;997;1679;2440;787;577;
Pinjefrø, tørrede;721;0;2951;705;5,3;2,583;13,7;16,1;13,1;9,4;6,9;0;3,7;68,4;0,956;0;2,6;97,7;2,3;1,5;0;18;0;0;;24;24;;;;;0,364;;;0,227;7,27;4,39;0,094;0,313;;34;;0;0,8;0,8;;;2;597;16;251;575;5,53;1,32;6,45;0,2;8,8;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;5,241;;2,385;;;;;;;0,3;;;25,562;;;;1,385;;;;;;;29,561;;;0,928;;;;;;;;;;;;;7,626;27,247;30,489;65,362;0,928;29,561;0;0;542;982;517;245;248;517;491;439;173;697;2660;336;723;1240;2325;697;723;
Pistacienød, tørret;722;50;2377;568;5,3;3,889;20,6;24,3;28;17,7;14;0;10,3;44,4;0,953;0;3;96;4;11,7;0;140;0;0;;;;;;;;0,87;;;0,16;6,03;1,3;1,7;0,52;;51;;0;5;5;;;1;1025;107;121;490;4,15;1,3;2,2;;1,2;6,9;4,7;;;100;0,3;0;0,8;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,88;;;;;;;0,046;;4,947;;0,583;;;;;;;0,268;;;29,59;;;;0,203;;;;;;;6,482;;;0,231;;;;;;;;;;;;;5,576;30,061;6,713;42,35;0,231;6,482;0;0;972;1672;1283;381;506;1167;700;739;284;1400;2178;544;1011;2100;4939;1089;933;
Pistacienød, tørristet;723;48;2441;583;5,3;4,028;21,3;25,2;27,6;17,3;13,5;0;10,3;46;0,953;0;3,1;98;2;11,7;0;140;0;0;;;;;;;;0,84;;;0,158;6,33;1,43;1,27;0,513;;50;;0;2,3;2,3;;;10;1042;110;120;485;4,2;1,33;2,3;;1,28;6,9;4,7;;;100;0,3;0;0,8;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;;0;0;0;0;0;0,05;0;5,84;0;0,68;0,055;0,041;0;;0;;0,31;;;34,9;;;;0,24;;0;;;0;;7,65;;;0,28;;0;0;;0;;0;0;0;0;;;6,666;35,45;7,93;50,046;0,28;7,65;0;0;1007;1732;1329;395;524;1208;725;765;294;1450;2256;564;1047;2175;5116;1128;967;832
Pitasandwich med falaffel, salat og dressing, fastfood;724;0;918;219;6,25;0,993;6,2;6,2;28,6;25,7;25,7;;2,9;9,5;0,876;0;1,7;46;54,1;;;;;;;;;;;;;0,128;0,113;0,015;0,05;;;;;;;;;;;;566;382;236;45;29,1;96,3;1,1;0,142;0,693;;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,015;0;0;0;0;0,071;0;1,003;0;0,264;0,041;0,012;0;;0;;0,006;0;0;3,948;0,215;0,016;0;0,094;0;0;0;0;0;;2,12;0;0,012;0,506;0,022;0;0;0;;;0;0;0;0;;0;1,406;4,279;2,66;8,345;0,506;2,142;0,016;;;;;;;;;;;;;;;;;;;
Pitasandwich med kebab, salat og dressing, fastfood;725;0;723;173;6,25;1,455;9,1;9,1;18,2;16,6;16,6;;1,6;7,4;0,865;0;1,4;36,1;63,9;;;;;;;;;;;;;0,106;0,097;0,009;0,092;;;;;;;;;;;;541;365;231;24,5;17,8;102;1,12;0,066;1,73;;0,214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0,008;0,009;0,119;0;1,14;0;0,508;0;0;0;;0;;0,096;0;0;2,265;0,128;0,103;0;0,023;0;0;0;0;0;;1,66;0;0,031;0,284;0,007;0;0;0;;;0;0;0;0;;0;1,784;2,615;1,982;6,381;0,284;1,667;0,103;;;;;;;;;;;;;;;;;;;77
Pitasandwich med kylling, salat og dressing, fastfood;726;0;695;166;6,25;1,565;9,8;9,8;19,4;18;18;;1,4;5,7;0,906;0;1,5;36,5;63,6;;;;;;;;;;;;;0,113;0,103;0,01;0,074;;;;;;;;;;;;592;373;212;21,2;18,5;107;0,528;0,063;0,517;;0,181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,009;0,006;0,003;0,007;0,028;0,06;0,005;0,67;0;0,202;0,012;0;0;;0,003;;0,059;0;0;2,23;0,14;0,022;0;0,058;0;0,025;0;0;0;;1,283;0;0,005;0,306;0,023;0;0;0;;;0,005;0;0;0;;0,003;1,002;2,537;1,622;5,164;0,306;1,311;0,022;;;;;;;;;;;;;;;;;;;
Pitasandwich med rejer, salat og dressing, fastfood;727;0;539;129;6,25;0,925;5,8;5,8;16,5;15,1;15,1;;1,5;4,7;0,895;0;1,3;28,3;71,7;;;;;;;;;;;;;0,078;0,07;0,008;0,043;;;;;;;;;;;;527;327;150;27,6;15,6;63,3;0,342;0,08;0,448;;0,183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0,053;0;0,643;0;0,17;0,006;0;0;;0;;0,017;0;0;1,258;0,082;0,02;0;0,013;0;0,005;0;0;0;;1,63;0;0,007;0,236;0;0;0;0;;;0;0,029;0;0,014;;0;0,872;1,395;1,916;4,183;0,279;1,63;0,02;;;;;;;;;;;;;;;;;;;1058
Pitasandwich med salat og dressing, fastfood;728;0;629;150;6,25;0,577;3,6;3,6;21,5;19,6;19,6;;1,9;5,9;0,882;0;1;32;68;;;;;;;;;;;;;0,09;0,078;0,012;0,049;;;;;;;;;;;;371;219;167;25,7;14,5;53;0,369;0,051;0,349;;0,299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,022;0;0,005;0;0,031;0,08;0;0,67;0;0,189;0,023;0;0;;0;;0,023;0;0;2,298;0,135;0,019;0;0,058;0;0;0;0;0;;1,273;0;0,008;0,37;0,008;0;0;0;;;0;0;0;0;;0,012;1,02;2,533;1,659;5,224;0,37;1,281;0,019;;;;;;;;;;;;;;;;;;;722
Pizza med broccoli, dybfrost;729;0;816;195;6,25;1,392;8,7;8,7;26;23,6;23,6;;2,4;6,7;0,9;0;1,6;43;57;;;;;;;;;;;;;0,22;;;0,14;1,34;0,57;0,09;0,12;;;;0,29;;;;590;345;210;199;19,5;;1,4;0,077;1,15;;;;;;;17,8;0;;1,1;5,1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;
Pizza med fisk, tomat og ost, fastfood;730;0;1073;257;6,25;2,2;13,8;13,8;28,8;26,7;26,7;;2,1;10;0,873;0;2,6;55,1;44,9;;;;;;;;;;;;;0,084;0,075;0,009;0,098;;;;;;;;;;;;1043;681;162;180;27,6;181;0,895;0,108;1,33;;0,279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,194;0,122;0,061;0,147;0,186;0,538;0,061;1,925;0;0,655;0;0;0;;0,029;;0,098;0;0;2,593;0,108;0,217;0;0,02;0;0;0;0;0;;1,52;0;0,061;0,151;0;0;0;0;;;0;0;0;0,014;;0,012;3,889;3,065;1,746;8,712;0,165;1,52;0,217;;;;;;;;;;;;;;;;;;;
Pizza med grønt og frugt, tomat og ost, fastfood;731;0;921;220;6,25;1,293;8,1;8,1;29,2;26,8;26,8;;2,4;8,4;0,878;0;2,1;47,7;52,3;;;;;;;;;;;;;0,09;0,082;0,008;0,12;;;;;;;;;;;;840;498;187;143;19,6;135;0,763;0,098;0,97;;0,329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,167;0,108;0,064;0,136;0,185;0,495;0,056;1,7;0;0,513;0;0;0;;0,045;;0,082;0;0;2,265;0,1;0,106;0;0,029;0;0;0;0;0;;1,055;0;0,024;0,222;0;0;0;0;;;0;0;0;0;;0;3,424;2,627;1,301;7,352;0,222;1,055;0,106;;;;;;;;;;;;;;;;;;;983
Pizza med kød og fisk, tomat og ost, fastfood;732;0;958;229;6,25;2,05;12,8;12,8;24,5;22,4;22,4;;2,1;9,3;0,874;0;2,8;49,4;50,6;;;;;;;;;;;;;0,163;0,153;0,01;0,106;;;;;;;;;;;;1148;727;184;140;20,7;180;0,705;0,099;1,43;;0,251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,159;0,105;0,064;0,136;0,183;0,518;0,059;2,098;0;0,725;0;0;0;;0,039;;0,125;0;0;2,483;0,128;0,136;0;0,032;0;0;0;0;0;;0,877;0;0,037;0,189;0;0;0;0;;;0;0;0;0;;0,014;4,047;2,943;1,103;8,107;0,189;0,877;0,136;;;;;;;;;;;;;;;;;;;0
Pizza med kød, tomat og ost, fastfood;733;0;1081;258;6,25;1,896;11,9;11,9;31,4;29,5;29,5;;1,9;9,8;0,877;0;2,5;55,5;44,5;;;;;;;;;;;;;0,117;0,106;0,011;0,102;;;;;;;;;;;;984;625;202;136;21,8;162;0,853;0,092;1,53;;0,308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,149;0,089;0,053;0,118;0,154;0,477;0,052;2,14;0;0,83;0;0;0;;0,046;;0,139;0;0;2,573;0,123;0,193;0;0,012;0;0;0;0;0;;1,168;0;0,046;0,202;0;0;0;0;;;0;0;0;0;;0,01;4,062;3,086;1,416;8,574;0,202;1,168;0,193;;;;;;;;;;;;;;;;;;;102
Pizza med salami, tomat og ost, fastfood;734;0;1308;313;6,25;2,045;12,8;12,8;33,6;31,7;31,7;;1,9;14,5;0,876;0;2,9;63,7;36,3;;;;;;;;;;;;;0,152;0,133;0,019;0,125;;;;;;;;;;;;1209;737;178;187;23,5;181;0,856;0,087;1,52;;0,338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,223;0,137;0,075;0,184;0,247;0,759;0,078;3,209;0;1,381;0;0;0;;0,052;;0,232;0;0;3,931;0,195;0,281;0;0,034;0;0;0;0;0;;1,343;0;0,073;0,231;0;0;0;0;;;0;0;0;0;;0,039;6,293;4,725;1,647;12,704;0,231;1,343;0,281;;;;;;;;;;;;;;;;;;;104
Pizza med tomat og ost, fastfood;735;0;1351;323;6,25;2,13;13,3;13,3;38,1;35,7;35,7;;2,4;13,5;0,858;0;2,5;67,3;32,7;;;;;;;;;;;;;0,11;0,098;0,012;0,129;;;;;;;;;;;;899;518;165;246;24;204;0,603;0,101;1,51;;0,323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,338;0,224;0,131;0,285;0,383;1,043;0,105;3,063;0;1,01;0;0;0;;0,093;;0,149;0;0;2,978;0,121;0,205;0;0,024;0;0;0;0;0;;1,03;0;0,088;0,25;0;0;0;0;;;0;0;0;0;;0,047;6,582;3,57;1,368;11,567;0,25;1,03;0,205;;;;;;;;;;;;;;;;;;;752
Pizza med tunfisk, dybfrost;736;0;855;204;6,25;1,76;11;11;28;25,9;25,9;;2,1;5,7;0,9;0;1,8;46,5;53,5;;;;;;;;;;;;;0,22;;;0,14;1,54;0,57;0,09;0,12;;;;0,29;;;;600;345;240;145;22;;1,85;0,077;1,15;;;;;;;17,8;0;;1,1;5,1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;;;;;;506
Pizza napolitana, dybfrost;737;0;761;182;6,25;1,376;8,6;8,6;24;21,9;21,9;;2,1;6,1;0,9;0;1,8;40,5;59,5;;;;;;;;;;;;;0,22;;;0,14;1,32;0,57;0,09;0,12;;;;0,29;;;;680;385;165;140;18;;1,8;0,077;1,15;;;;;;;17,8;0;;1,1;5,1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;;;;93
Pizza romana, dybfrost;738;0;745;178;6,25;1,152;7,2;7,2;25;23,1;23,1;;1,9;5,8;0,9;0;1,5;39,5;60,5;;;;;;;;;;;;;0,22;;;0,14;1,2;0,57;0,09;0,12;;;;0,29;;;;605;370;160;154;17,5;;1,85;0,077;1,15;;;;;;;17,8;0;;1,1;5,1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;
Pizza, dybfrost, uspec.;739;0;797;190;6,25;1,424;8,9;8,9;25,7;23,8;23,8;;1,9;6,1;0,9;0;1,7;42,4;57,6;;;;;;;;;;;;;0,22;;;0,14;1,35;0,57;0,09;0,12;;;;0,29;9,3;4,3;5;619;361;194;160;19,3;;1,73;0,077;1,15;;;;;;;17,8;0;2,68;1,1;5,1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;;;;816
Pomelo, rå;740;50;234;56;6,25;0,166;1;1;13;9,7;9,7;;3,3;0,7;;0;0,4;15,2;84,8;0,542;;6,5;;;;;;;;;;;;;;;;0,081;;;40;;;41,8;41,8;;;2,35;164;33,8;10,3;;0,23;;0,096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,25;;1,25;2,5;;;4,4;4,4;;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393
Pommes frites, friturestegt, fastfood;741;0;1299;311;6,25;0,592;3,7;3,7;42,2;39;39;0;3,2;14,8;0,95;0;2,2;62,9;37,1;0;0;0;0;0;;0,1;0,1;;;;;0,128;0,128;;0,058;2,13;1,2;0,18;0,2;0;10;3;0;23,3;14,3;9;584;377;587;13,2;32,7;120;0,788;0,171;0,506;0;0,185;;2,3;;;41;;;7,1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0,012;0,065;0;2,869;0;0,485;0,045;0,016;0;;0;;0;0;0;6,78;0,271;0,035;0;0,1;0;0,011;0;0;0;;2,206;0;0,017;0,498;0,048;0;0;0;;;0;0;0;0;;0;3,492;7,197;2,769;13,458;0,498;2,254;0,035;0;136;201;213;50;30;148;71;124;56;219;154;65;130;781;491;107;130;103
Pop Corn (poppede majskærner);742;0;2042;488;6,25;1,54;9,6;9,6;61,8;53,7;53,7;0;8,1;24,3;0,9;0;2,2;98;2;;;;;;;;;;;;;0,097;;;0,07;2,46;1,43;0,2;0,28;6,1;43;;;71;71;;703;400;182;9,6;;180;2,3;0,16;2,48;0;0,8;7;5;0;;39;0;;1;8;;;;;;;;;;;;;;;;;;0,003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;354;1217;262;185;154;493;370;354;62;462;400;262;724;616;1987;354;862;34
Pop corn, mikroovn;743;0;2109;504;6,25;1,54;9,6;9,6;60,3;52,2;52,2;0;8,1;26,8;0,841;0;2,2;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;950;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0,35;0,209;;5;;1,69;0,129;0;0;;;;0;;;6,1;0;5,7;;0;;;;;;;3;;;0;;;;;;;;;;;;0,39;7,378;11,8;3;22,568;0;3;5,7;;;;;;;;;;;;;;;;;;;
Pop corn, traditionelle;744;0;1960;468;6,25;1,54;9,6;9,6;66;57,9;57,9;0;8,1;20,2;0,791;0;2,2;98;2;;;;;;;;;;;;;0,097;;;0,07;2,46;1,43;0,2;0,28;6,1;43;;;71;71;;914;505;182;9,6;;180;2,3;0,16;2,48;0;0,8;7;5;0;;39;0;;1;8;;;;;;;;;;;;;;;;;;0,003;;;;;;;;;;;;;;;;;;;;;;;;;;;0,89;0,66;5,1;1,74;;1,57;;1,18;0;0;0;;;;0;;;1,63;0;0;;0;;;;;;;3,2;;;0;;;;;;;;;;;;0;11,14;1,63;3,2;15,97;0;3,2;0;0;354;1217;262;185;154;493;370;354;62;462;400;262;724;616;1987;354;862;
Porre, rå;745;48;157;37;6,25;0,311;1,9;1,9;7,6;5,4;5,4;0;2,2;0,4;0,8;0;0,8;10,7;89,3;17,8;0;214;0;0;;0,55;0,55;;;;;0,07;;;0,1;0,9;0,6;0,25;0,12;1,4;82;33;0;25;25;;;9;236;42,3;10;45,6;0,9;0,053;0,29;1,1;0,19;0,8;0,558;10;;3,2;0,17;0,15;2,51;0,817;;;;;;;;;;;0;;;;;;;;0,64;;0,4;1,04;0;0;0,26;0,26;;;1,3;;;;;;0,1;1,96;0,23;0,53;1,18;0,15;;;;;;;;;;0,084;;0,004;;;;;;;;;;0,015;;;;;;;;;;;0,158;;;0,043;;;;;;;;;;;;;0,088;0,015;0,201;0,304;0,043;0,158;0;0;59;103;109;22;10;50;29;59;18;75;93;30;112;159;376;56;56;531
Portvin;746;0;640;153;6,25;0,016;0,1;0,1;11,1;11,1;11,1;11;0;0;0,8;15,5;1,5;28,2;71,8;0;0;0;0;0;;0;0;;;;0;0;;;0,01;0,06;0,06;0,01;;;0,1;0,1;0;0;0;;;4;95;4;11;12;0,4;0,083;0,21;;0,023;3;0,03;;;7;0;0,17;0,1;0,9;2,3;;;;;;;;;;;;0,003;;;;;;;;;;;;;;;;11,1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;66
Poulard, kød og skind, rå;747;28;793;190;6,25;3,04;19;19;3,7;3,7;3,7;0;0;11;0,92;0;0,8;34,5;65,5;38;38;0;1,5;1,5;;;;;;;0;0,06;;;0,12;10,3;6,8;0,35;0,91;;6;;0,31;1,6;1,6;;;39;101;11;7,6;147;0,9;0,048;1,31;;0,019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;0,01;0,092;;2,357;;0,643;;;;;;;0,633;;;3,897;;;;0,122;;0;;;;;2,163;;;0,102;;;;;;;0,061;0,01;0,01;0,02;;;3,102;4,652;2,366;10,12;0,142;2,224;0;75;942;1368;1550;517;255;730;608;790;210;912;1186;547;1125;1702;2766;1246;942;628
Pumpernikkel;748;0;828;198;5,83;0,915;5,3;5,7;46,1;36,2;35,8;;9,9;1,2;0,863;0;1,9;54,5;45,5;;;;;;;;;;;;;0,024;0,024;0;0,067;0,7;0,7;;0,14;5;15;;;;;;0,578;405;253;27,9;49;160;1,83;0,188;1,36;1,5;1,31;10,1;2,15;;;6,4;;;0,905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,2;;;;;;;;;;0;0;0;0;;0,162;;0,017;0;0;;;;;0,002;;;0,23;0,021;0;;0,012;;;;;;;0,465;;;0,084;;;;;;;;;;;;;0,179;0,265;0,549;0,993;0,084;0,465;0;;;;;;;;;;0;;;;;;;;;33
Purløg, rå;749;0;107;26;6,25;0,384;2,4;2,4;3,9;1,5;1,5;0;2,4;0,6;0,8;0;0,8;7,7;92,3;115;0;1380;0;0;;1,6;1,6;;;;310;0,07;;;0,2;1,18;0,6;0,22;0,3;0,4;80;41;0;41;41;;;14;253;56,9;13;53;1,3;0,09;0,46;2,2;2,7;7;0,1;10;;50;1,5;3;3;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,077;;0,007;;;;;;;0,011;;;0,007;;;;;;;;;;;0,119;;;0,259;;;;;;;;;;;;;0,084;0,018;0,378;0,48;0,259;0,119;0;0;92;157;134;33;12;100;65;96;35;123;100;42;134;204;253;111;92;28
Pære, konserves;750;41;299;71;6,25;0,048;0,3;0,3;18,1;15,7;15,7;10;2,4;0,2;0,8;0;0,2;18,8;81,2;0,833;0;10;0;0;;0,2;0,2;;;;;0,01;;;0,025;0,13;0,08;0,014;0,022;0;11;4;0;0,7;0,7;;;5;66;6,26;4;13,4;0,18;0,071;0,13;0,5;0;1,8;0,212;0;;8,99;0,1;0,35;0,54;0,586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,5;;;;;;;;;;;;;;;;;;;;;0,03;;0,007;;;;;;;0,003;;;0,02;;;;;;;;;;;0,075;;;0,025;;;;;;;;;;;;;0,037;0,023;0,1;0,16;0,025;0,075;0;0;12;20;20;3;1;12;5;11;3;15;9;6;13;56;30;12;27;796
Pære, rå;751;8;221;53;6,25;0,052;0,3;0,3;13,8;10,6;10,6;0;3,2;0,3;0,8;0;0,3;14,7;85,3;5,42;0;65;0;0;;0,7;0,7;;;;;0,017;0,017;;0,015;0,35;0,3;0,015;0,07;0,1;16;4;0;4,94;4,94;;;2;116;9,73;6,32;18,8;0,1;0,071;0,124;0,4;0,05;1,8;0,212;0;;8,99;0,1;0,35;0,54;0,586;;;;;;;;;;;0,01;0;;;;;;0,003;6,53;;1,67;8,2;0;0;1,33;1,33;;;9,53;;;;;;0;0,33;0,63;0,33;0,63;0,4;;;;;;;;;;0,041;;0,01;;;;;;;0,004;;;0,028;;;;;;;;;;;0,103;;;0,034;;;;;;;;;;;;;0,051;0,032;0,137;0,22;0,034;0,103;0;0;13;21;21;3;2;13;5;11;3;16;10;7;15;60;33;13;29;
Pølse med bacon, ristet, fastfood;752;0;1318;315;6,25;2,608;16,3;16,3;4,2;4;4;;0,2;26,3;0,88;0;4,1;50,9;49,2;;;;;;;;;;;;;0,461;0,417;0,044;0,13;;;;;;;;;;;;1875;1320;266;18,6;20,7;203;0,868;0,088;1,64;;0,113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0,338;0;5,9;0;3,175;0;0;0;;0;;0,655;0;0;9,625;0,798;0;0;0,195;0;0;0;0;0;;2,21;0;0;0,195;0;0;0;0;;;0;0;0;0;;0;9,413;11,273;2,405;23,091;0,195;2,21;0;;;;;;;;;;;;;;;;;;;509
